Parcela,Mod / Subp,CENSO,Estación /año,Fecha,#Ind,Clave sp,Género,Epiteto específico,Familia,Nombre común,Altura,Largo,DAP mayor,# Tallos,Estatus,Observaciones,# CenOrig,Fenología,Daño,Origen,FormaVida,DAP1,DAP2,DAP3,DAP4,DAP5,DAP6,DAP7,DAP8,DAP9,DAP10,DAP11,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,168,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,no encontrado,No se encontro,C6,,,No se encontro,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,173,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,SD,no esta en planilla,C6,,,no esta en planilla,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,169,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,6,5.8,1,arbol,semilla,C6,H,he,semilla,,5.8,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,170,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C6,,,No se encontro,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,171,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C6,,,No se encontro,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,172,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,7,7,8.5,1,arbol,semilla,C12,,,semilla,,8.5,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,180,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,7,7.3,6.4,1,arbol,semilla,C14,,,semilla,,6.4,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,186,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C18,,,No se encontro,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,187,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,SD,no esta en planilla,C6,,,no esta en planilla,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,200,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C22,,,No se encontro,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,206,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,8.5,6.8,1,arbol,rebrote,C23,,,rebrote,,6.8,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,207,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,6,6.5,6,3,arbol,rebrote,C23,,,rebrote,,6,4,3.4,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,213,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,5,5.5,6.8,2,arbol,semilla,C24,,,semilla,,6.8,5.3,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,173,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,muerto,muerto,C25,,,muerto,,,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,84,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,85,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,86,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,5.5,7.2,1,arbol,rebrote,C0,H,he,rebrote,,7.2,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,87,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,88,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,juvenil,baja de cat,C0,,,baja de cat,,,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,89,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,5,6.9,1,arbol,semilla,C0,H,he,semilla,,6.9,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,90,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,91,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,4.5,6,7.8,1,arbol,rebrote,C0,H,he,rebrote,,7.8,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,92,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,4,4.5,7.3,1,arbol,semilla,C0,H,he,semilla,,7.3,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,93,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,8,8.5,20.3,1,arbol,semilla,C0,H,he,semilla,,20.3,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,156,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C3,,,muerto,,,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,94,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,95,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,4,4.5,5.8,1,arbol,rebrote,C12,,,rebrote,,5.8,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,96,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C12,,,No se encontro,,,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,181,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,4.5,6,5.4,1,arbol,semilla,C14,,,semilla,,5.4,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,182,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,7.5,7.5,7.6,1,arbol,rebrote,C17,,,rebrote,,7.6,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,158,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,4,6,5.3,1,arbol,rebrote,C26,,,rebrote,,5.3,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,201,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,5,5,5.1,1,arbol,semilla,C22,,,semilla,,5.1,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,226,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,6,6.1,1,arbol,semilla,C25,,,semilla,,6.1,,,,,,,,,,,,
15B,6,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,227,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,6,5.8,1,arbol,rebrote,C25,,,rebrote,,5.8,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,95,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,6,5,1,arbol,rebrote,C0,,,rebrote,,5,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,96,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,8.5,8.5,9,1,arbol,semilla,C0,H,he,semilla,,9,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,97,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,98,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,99,boupul,Bourreria,pulchra,BORAGINACEAE,Baka ché,6,8,7.1,1,arbol,semilla,C0,H,he,semilla,,7.1,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,100,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,5,6,1,arbol,rebrote,C0,H,he,rebrote,,6,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,101,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,102,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,103,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,4,7,8,1,arbol,rebrote,C0,H,he,rebrote,,8,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,105,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,106,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,107,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,108,zapfor,Zapoteca ,formosa,FABACEAE,Bakal ché,8,8,8.1,2,arbol,rebrote,C0,H,he,rebrote,,8.1,4.6,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,109,dipcar,Diphysa ,carthagenensis,FABACEAE,Ts'u'ts'uk,8.5,8.5,9.3,1,arbol,semilla,C0,H,he,semilla,,9.3,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,173,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,6,6.8,1,arbol,rebrote,C6,,,rebrote,,6.8,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,156,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,9,9,5.9,1,arbol,semilla,C6,,,semilla,,5.9,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,182,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C14,,,muerto,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,183,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,7,7,7.1,2,arbol,rebrote,C17,,,rebrote,,7.1,5.7,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,192,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C20,,,No se encontro,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,193,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C20,,,No se encontro,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,158,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,6,6,5.2,1,arbol,semilla,C21,,,semilla,,5.2,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,194,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,juvenil,baja de cat,C21,,,baja de cat,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,195,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,3.5,7,5.6,1,arbol,semilla,C22,,,semilla,,5.6,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,202,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,no encontrado,No se encontro,C22,,,No se encontro,,,,,,,,,,,,,,
15B,7,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,208,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C23,,,No se encontro,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,110,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,7,8,12.3,1,arbol,semilla,C0,H,he,semilla,,12.3,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,111,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,112,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,113,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,114,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,juvenil,baja de cat,C0,,,baja de cat,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,115,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,3,3.5,7.7,1,arbol,semilla,C0,H,he,semilla,,7.7,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,116,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,8,9,12.8,3,arbol,semilla,C0,H,he,semilla,,12.8,11.7,5.8,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,117,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,8,11,9,1,arbol,semilla,C0,H,he,semilla,,9,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,118,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,7,6,1,arbol,,C0,,,,,6,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,120,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,121,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,122,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,juvenil,baja de cat,C0,,,baja de cat,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,123,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,4,6,5.5,1,arbol,semilla,C0,H,he,semilla,,5.5,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,124,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,6,6.5,10.7,1,arbol,,C0,H,he,,,10.7,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,125,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,154,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,muerto,muerto,C3,H,he,muerto,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,155,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,6,6.3,1,arbol,semilla,C3,H,he,semilla,,6.3,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,174,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C6,,,No se encontro,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,175,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,7,7.3,1,arbol,,C6,H,he,,,7.3,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,176,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C6,H,he,muerto,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,177,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,7.5,7.3,1,arbol,semilla,C6,H,he,semilla,,7.3,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,178,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,7.5,6.8,1,arbol,semilla,C12,,,semilla,,6.8,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,182,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C14,,,muerto,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,187,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,6.5,5.9,1,arbol,,C18,,,,,5.9,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,196,boupul,Bourreria,pulchra,BORAGINACEAE,Baka ché,3.5,5,5.8,1,arbol,,C26,,,,,5.8,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,128,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,8.7,1,arbol,era brinzal,C23,,,era brinzal,,8.7,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,223,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,,,0,0,no encontrado,No se encontro,C24,,,No se encontro,,,,,,,,,,,,,,
15B,8,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,225,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,8,8.5,5.9,1,arbol,semilla,C25,,,semilla,,5.9,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,126,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,2,3.5,1.2,1,arbol,semilla,C0,,,semilla,,1.2,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,127,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,128,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,6,7.5,7,1,arbol,semilla,C0,H,he,semilla,,7,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,129,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,6,6.5,8.1,1,arbol,semilla,C0,H,he,semilla,,8.1,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,130,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,132,boupul,Bourreria,pulchra,BORAGINACEAE,Baka ché,6,6.5,7,1,arbol,semilla,C0,H,he,semilla,,7,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,133,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,134,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,135,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,7,7.5,14.7,1,arbol,semilla,C0,H,he,semilla,,14.7,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,136,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,137,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,138,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,139,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,6,7.5,6.8,1,arbol,semilla,C0,H,he,semilla,,6.8,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,140,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,141,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,6.5,1.38,1,arbol,,C0,H,he,,,1.38,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,153,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,no encontrado,No se encontro,C3,,,No se encontro,,,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,157,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,7,7.5,7.2,1,arbol,semilla,C3,H,he,semilla,,7.2,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,118,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,6.5,6.7,1,arbol,semilla,C6,H,he,semilla,,6.7,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,193,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,4,5,5.7,1,arbol,semilla,C20,,,semilla,,5.7,,,,,,,,,,,,
15B,9,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,196,boupul,Bourreria,pulchra,BORAGINACEAE,Baka ché,,,0,0,,,C21,,,,,,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,131,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,142,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,8,8,15.5,6,arbol,semilla,C0,H,he,semilla,,10.8,14.9,11.5,15.5,13.2,7.3,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,143,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,7,11,1,arbol,semilla,C0,H,he,semilla,,11,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,144,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,145,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,juvenil,baja de cat,C0,,,baja de cat,,,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,146,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,147,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,7.5,8,13.2,2,arbol,semilla,C0,H,he,semilla,,13.2,5.8,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,148,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,7,7.5,1,arbol,semilla,C0,H,he,semilla,,7.5,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,149,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,7,7.5,7,1,arbol,,C0,H,he,,,7,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,150,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,7,8,8.8,1,arbol,semilla,C0,H,he,semilla,,8.8,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,151,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,7.5,11.1,2,arbol,semilla,C0,H,he,semilla,,11.1,5.7,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,152,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,153,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,6,6.8,1,arbol,semilla,C12,,,semilla,,6.8,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,154,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C12,,,muerto,,,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,195,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C21,,,No se encontro,,,,,,,,,,,,,,
15B,10,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,209,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,7,8,5.8,1,arbol,rebrote,C23,,,rebrote,,5.8,,,,,,,,,,,,
15C,1,C27,Lluvias 2015,15 DE ABRIL DE 2015,1,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,11,11.5,10.8,1,arbol,semilla,C0,H,he,semilla,,10.8,,,,,,,,,,,,
