Parcela,Mod / Subp,CENSO,Estación /año,Fecha,#Ind,Clave sp,Género,Epiteto específico,Familia,Nombre común,Altura,Largo,DAP mayor,# Tallos,Estatus,Observaciones,# CenOrig,Fenología,Daño,Origen,FormaVida,DAP1,DAP2,DAP3,DAP4,DAP5,DAP6,DAP7,DAP8,DAP9,DAP10,DAP11,,
10C,10,C27,Lluvias 2015,9 DE OCTUBRE DE 2015,75,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,8,8.5,7.5,2,arbol,rebrote,C0,,,rebrote,A,6.5,7.5,,,,,,,,,,,
10C,10,C27,Lluvias 2015,9 DE OCTUBRE DE 2015,76,acapen,Acacia,pennatula,FABACEAE,Ch'imay,8,8.5,12.5,1,arbol,semilla,C0,,,semilla,A,12.5,,,,,,,,,,,,
10C,10,C27,Lluvias 2015,9 DE OCTUBRE DE 2015,77,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,8,8.5,8,5,arbol,rebrote,C0,,,rebrote,A,6.8,4.5,5.2,5.5,8,,,,,,,,
10C,10,C27,Lluvias 2015,9 DE OCTUBRE DE 2015,82,lonrug,Lonchocarpus,rugosus,FABACEAE,K'anasin,10,10.5,7.2,2,arbol,rebrote,C4,,,rebrote,,7.2,4.6,,,,,,,,,,,
10C,10,C27,Lluvias 2015,9 DE OCTUBRE DE 2015,83,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,7,7.5,5.2,1,arbol,semilla,C4,,,semilla,,5.2,,,,,,,,,,,,
10C,10,C27,Lluvias 2015,9 DE OCTUBRE DE 2015,84,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,7,8,6.8,2,arbol,rebrote,C4,,,rebrote,,4.3,6.8,,,,,,,,,,,
10C,10,C27,Lluvias 2015,9 DE OCTUBRE DE 2015,98,crogla,Croton,glabellus,EUPHORBIACEAE,P'eresk'uts,7,7.2,5.2,1,arbol,rebrote,C6,,,rebrote,,5.2,,,,,,,,,,,,
10C,10,C27,Lluvias 2015,9 DE OCTUBRE DE 2015,132,crogla,Croton,glabellus,EUPHORBIACEAE,P'eresk'uts,8,8.2,5.5,1,arbol,semilla,C21,,,semilla,,5.5,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,1,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,Muerto en C6,C0,,,Muerto en C6,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,2,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,4,6,7.6,1,arbol,semilla,C0,H,he,semilla,,7.6,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,3,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,7,10.8,1,arbol,semilla,C0,H,he,semilla,,10.8,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,4,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,5,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,7,7.5,11.5,7,arbol,semilla,C0,H,he,semilla,,11.5,8.3,8.4,7.4,4.2,5.3,7.7,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,6,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,7,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,8.3,8.3,1,arbol,semilla,C0,H,he,semilla,,8.3,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,8,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,5,6,6.2,1,arbol,semilla,C0,,,semilla,,6.2,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,9,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,10,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,juvenil,baja de cat,C0,,,baja de cat,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,11,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,6,8.5,1,arbol,,C0,,,,,8.5,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,12,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,7.5,8,15.7,1,arbol,semilla,C0,H,he,semilla,,15.7,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,13,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,6.3,8.8,1,arbol,semilla,C0,H,he,semilla,,8.8,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,14,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,15,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,16,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,17,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,18,acapen,Acacia,pennatula,FABACEAE,Ch'imay,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,19,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,158,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,5,5.7,1,arbol,,C6,H,he,,,5.7,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,179,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C14,,,No se encontro,,,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,183,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,6,6.6,1,arbol,semilla,C15,,,semilla,,6.6,,,,,,,,,,,,
15B,1,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,210,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,4,4,5.3,1,arbol,semilla,C24,,,semilla,,5.3,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,20,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,21,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,6,8.2,2,arbol,rebrote,C0,,,rebrote,,8.2,7,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,22,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,23,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,3,3,6.3,1,arbol,semilla,C0,H,he,semilla,,6.3,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,24,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,25,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,8,10.5,2,arbol,semilla,C0,H,he,semilla,,10.5,7.5,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,26,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,27,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,6,6.5,7,1,arbol,semilla,C0,H,he,semilla,,7,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,28,caemol,Caesalpinia,mollis,FABACEAE,Chakte'viga,8,9,17.6,1,arbol,semilla,C0,H,he,semilla,,17.6,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,29,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,30,caemol,Caesalpinia,mollis,FABACEAE,Chakte'viga,8,9,16.6,1,arbol,semilla,C0,H,he,semilla,,16.6,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,31,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,46,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,158,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,juvenil,baja de cat,C3,,,baja de cat,,,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,159,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,5,7.1,2,arbol,semilla,C3,H,he,semilla,,7.1,6.5,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,160,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,6.5,6.6,1,arbol,semilla,C6,,,semilla,,6.6,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,188,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,4,6,5.5,1,arbol,semilla,C20,,,semilla,,5.5,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,189,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C20,,,No se encontro,,,,,,,,,,,,,,
15B,2,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,228,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,6,6,5.6,1,recluta ,rebrote,C27,,,rebrote,,5.6,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,32,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,6,10.8,1,arbol,semilla,C0,H,he,semilla,,10.8,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,33,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,5,5,6.8,1,arbol,semilla,C0,H,he,semilla,,6.8,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,34,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,8,8.2,2,arbol,rebrote,C0,H,he,rebrote,,8.2,6.9,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,35,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,7,5.5,1,arbol,semilla,C0,H,he,semilla,,5.5,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,36,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,3,8,8.3,1,arbol,semilla,C0,H,he,semilla,,8.3,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,37,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,38,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,39,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,40,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,41,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,juvenil,baja de cat,C0,,,baja de cat,,,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,42,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,9,9,15.8,1,arbol,rebrote,C0,H,he,rebrote,,15.8,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,161,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,juvenil,baja de cat,C6,,,baja de cat,,,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,162,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,5,7.2,1,arbol,rebrote,C6,,,rebrote,,7.2,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,163,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C12,H,he,muerto,,,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,185,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,no encontrado,No se encontro,C18,,,No se encontro,,,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,197,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,,,0,0,no encontrado,No se encontro,C22,,,No se encontro,,,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,198,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C22,,,No se encontro,,,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,203,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,6,6,5.7,1,arbol,rebrote,C23,,,rebrote,,5.7,,,,,,,,,,,,
15B,3,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,211,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,4.5,4.5,5.3,1,arbol,rebrote,C24,,,rebrote,,5.3,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,43,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,44,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,3,5,9.2,1,arbol,semilla,C0,H,he,semilla,,9.2,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,45,acapen,Acacia,pennatula,FABACEAE,Ch'imay,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,47,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,8,7.1,1,arbol,semilla,C0,H,he,semilla,,7.1,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,48,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,50,caegau,Caesalpinia,gaumeri,FABACEAE,Kitinché,7,7,9.2,2,arbol,rebrote,C0,H,he,rebrote,,9.2,8.1,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,51,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,52,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,4,9,11.9,1,arbol,semilla,C0,H,he,semilla,,11.9,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,53,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,juvenil,baja de cat,C0,,,baja de cat,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,54,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,7,7.5,1,arbol,rebrote,C0,H,he,rebrote,,7.5,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,55,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,56,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,7,7,5.6,1,arbol,semilla,C0,H,he,semilla,,5.6,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,57,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,58,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,59,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,60,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,6,6.2,1,arbol,semilla,C0,H,he,semilla,,6.2,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,163,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,4,6.9,1,arbol,semilla,C6,H,he ,semilla,,6.9,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,164,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,6,5.8,1,arbol,semilla,C6,H,he,semilla,,5.8,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,165,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,,,0,0,muerto,muerto,C6,H,he,muerto,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,166,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,7,7,6.4,1,arbol,rebrote,C12,,,rebrote,,6.4,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,184,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,7.5,7.5,6.4,1,arbol,semilla,C15,,,semilla,,6.4,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,190,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,3,3.5,5.3,1,arbol,rebrote,C20,,,rebrote,,5.3,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,191,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,no encontrado,No se encontro,C20,,,No se encontro,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,199,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C22,,,No se encontro,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,204,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C23,H,he,muerto,,,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,205,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,5,6,5.7,1,arbol,rebrote,C23,,,rebrote,,5.7,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,212,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,4,4.5,5.6,1,arbol,semilla,C24,,,semilla,,5.6,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,229,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,7,5.6,1,recluta ,semilla,C27,,,semilla,,5.6,,,,,,,,,,,,
15B,4,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,230,gymflo,Gymnopodium,floribundum,POLYGONACEAE,Ts'i'ts'ilché,6,6.5,5.5,1,recluta ,rebrote,C27,,,rebrote,,5.5,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,61,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,7,8.7,1,arbol,semilla,C0,H,he,semilla,,8.7,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,62,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,6,8,1,arbol,rebrote,C0,H,he,rebrote,,8,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,63,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,5,5.5,6.3,1,arbol,rebrote,C0,H,he,rebrote,,6.3,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,64,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,65,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,66,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,6,7,8.2,2,arbol,rebrote,C0,H,he,rebrote,,8.2,5.3,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,67,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,4.5,5,5.4,1,arbol,rebrote,C0,,,rebrote,,5.4,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,68,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,juvenil,baja de cat,C0,,,baja de cat,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,69,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,Muerto,C0,H,he,Muerto,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,71,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,no encontrado,No se encontro,C0,,,No se encontro,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,72,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,Muerto,C0,H,he,Muerto,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,73,acapen,Acacia,pennatula,FABACEAE,Ch'imay,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,74,dipcar,Diphysa ,carthagenensis,FABACEAE,Ts'u'ts'uk,8,8,9.4,1,arbol,semilla,C0,H,he,semilla,,9.4,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,75,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,5,6,7.1,2,arbol,rebrote,C0,H,he,rebrote,,7.1,6.6,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,76,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,77,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,78,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,79,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,8.5,9,19.4,1,arbol,semilla,C0,fruto,,semilla,,19.4,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,80,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,6,6.5,8.2,1,arbol,rebrote,C0,H,he,rebrote,,8.2,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,81,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,5,6,5.6,2,arbol,rebrote,C0,H,he,rebrote,,5.6,4.4,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,82,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,H,he,muerto,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,83,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,4,4,7.1,1,arbol,rebrote,C0,H,he,rebrote,,7.1,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,166,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,,,0,0,muerto,muerto,C6,H,he,muerto,,,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,167,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,6,7.5,1,arbol,semilla,C6,H,he,semilla,,7.5,,,,,,,,,,,,
15B,5,C27,Lluvias 2015,7 DE OCTUBRE DE 2015,159,boupul,Bourreria,pulchra,BORAGINACEAE,Baka ché,4,5,6.2,1,arbol,semilla,C6,H,he,semilla,,6.2,,,,,,,,,,,,
